"Obj","Labl","Def","NAVID;English","TA2ID","English","Synonyms","Latin","Synonyms","Fran?ais","Synonyms","Espa?ol","Sin?nimos","Portugues","Sin?nimos","Italiano","Polski","Parsi","Deutsch","T?rk?e","Hindi","??"
"","","","","3236","Bronchial glands","","Glandulae bronchiales","%Glandulae bronchales","Glandes bronchiques","","Gl?ndulas bronquiales","","Gl?ndulas br?nquicas","","Ghiandole bronchiali","Gruczo?y oskrzelowe","????? ??? ????? ??","Bronchialdr?sen","Bron? bezleri","?????????? ?????????","????"
"x","","x","","3237","Right main bronchus","","Bronchus principalis dexter","","Bronche principale droite","","Bronquio principal derecho","","Br?nquio principal direito","","Bronco principale destro","Oskrzele g??wne prawe","????? ?????? ????","Rechter hauptbronchus","sa? ana bron?","????? ????? ????????","?????"
"x","","x","","3238","Right superior lobar bronchus","%Eparterial bronchus","Bronchus lobaris superior dexter","%Bronchus eparterialis","Bronche lobaire sup?rieure droite","","Bronquio lobar superior derecho","","Br?nquio lobar superior direito","","Bronco lobare superiore destro","Oskrzele p?atowe g?rne prawe","????? ????? ?? ???? ??????","Rechter oberer lappenbronchus","Sa? ?st lob bron?u","????? ???????? ????? ????????","??????"
"x","","x","","3239","Apical segmental bronchus of right lung (BI)","%Bronchus 1 of right lung%B1","Bronchus segmentalis apicalis pulmonis dextri (BI)","%Bronchus I pulmonis dextri","Bronche segmentaire apicale du poumon droit (BI)","%Bronche I du poumon droit","Bronquio segmentario apical del pulm?n derecho (BI)","%Bronquio I del pulm?n derecho","Br?nquio segmentar apical do pulm?o direito (BI)","%Br?nquio I do pulm?o direito","Bronco segmentario apicale del polmone destro (BI)","Oskrzele segmentowe szczytowe p?uca prawego (BI)","????? ??? ??? ?? ????","Apikaler segmentbronchus der rechten lunge (BI)","Sa? akci?erin apikal segmental bron?u (BI)","?????? ?????? ?? ????? ????? ???????? (BI)","????????(BI)"
"x","","x","","3240","Posterior segmental bronchus of right lung (BII)","%Bronchus 2 of right lung%B2","Bronchus segmentalis posterior pulmonis dextri (BII)","%Bronchus II pulmonis dextri","Bronche segmentaire post?rieure du poumon droit (BII)","%Bronche II du poumon droit","Bronquio segmentario posterior del pulm?n derecho (BII)","%Bronquio II del pulm?n derecho","Br?nquio segmentar posterior do pulm?o direito (BII)","%Br?nquio II do pulm?o direito","Bronco segmentario posteriore del polmone destro (BII)","Oskrzele segmentowe tylne p?uca prawego (BII)","????? ??? ??? ?? ????","Posteriorer segmentaler bronchus der rechten lunge (BII)","Sa? akci?erin arka segmental bron?u (BII)","?????? ?????? ?? ?????????? ????? ???????? (BII)","???????(BII)"
"x","","x","","3241","Anterior segmental bronchus of right lung (BIII)","%Bronchus 3 of right lung%B3","Bronchus segmentalis anterior pulmonis dextri (BIII)","%Bronchus III pulmonis dextri","Bronche segmentaire ant?rieure du poumon droit (BIII)","%Bronche III du poumon droit","Bronquio segmentario anterior del pulm?n derecho (BIII)","%Bronquio III del pulm?n derecho","Br?nquio segmentar anterior do pulm?o direito (BIII)","%Br?nquio III do pulm?o direito","Bronco segmentario anteriore del polmone destro (BIII)","Oskrzele segmentowe przednie p?uca prawego (BIII)","????? ??? ???? ?? ????","Vorderer segmentaler bronchus der rechten lunge (BIII)","Sa? akci?er ?n segmental bron?u (BIII)","?????? ?????? ?? ????????? ????? ???????? (BIII)","???????(BIII?"
"x","","x","","3242","Intermediate bronchus","%Hyparterial bronchus","Bronchus intermedius","%Bronchus hyparterialis","Bronche interm?diaire","","Bronquio intermedio","","Br?nquio intermedi?rio","","Bronco intermedio","Oskrzele po?rednie","????? ????????","Zwischenbronchus","ara bron?","?????????? ????????","????"
"x","","x","","3243","Middle lobar bronchus","%Right middle lobar bronchus","Bronchus lobaris medius","%Bronchus lobaris medius dexter","Bronche lobaire moyenne","","Bronquio lobar medio","","Br?nquio lobar m?dio","","Bronco lobare medio","Oskrzele p?atowe ?rodkowe","????? ????? ?????","Mittlerer lappenbronchus","Orta lob bron?u","???? ????? ????????","?????"
"x","","x","","3244","Lateral segmental bronchus of right lung (BIV)","%Bronchus 4 of right lung%B4","Bronchus segmentalis lateralis pulmonis dextri (BIV)","%Bronchus IV pulmonis dextri","Bronche segmentaire lat?rale (BIV)","%Bronche IV du poumon droit","Bronquio segmentario lateral del pulm?n derecho (BIV)","%Bronquio IV del pulm?n derecho","Br?nquio segmentar lateral do pulm?o direito (BIV)","%Br?nquio IV do pulm?o direito","Bronco segmentario laterale del polmone destro (BIV)","Oskrzele segmentowe boczne p?uca prawego (BIV)","????? ??? ????? ?? ????","Seitlicher segmentaler bronchus der rechten lunge (BIV)","Sa? akci?erin lateral segmental bron?u (BIV)","?????? ?????? ?? ????? ????? ???????? (BIV)","??????????(BIV)"
"x","","x","","3245","Medial segmental bronchus of right lung (BV)","%Bronchus 5 of right lung%B5","Bronchus segmentalis medialis pulmonis dextri (BV)","%Bronchus V pulmonis dextri","Bronche segmentaire m?diale (BV)","%Bronche V du poumon droit","Bronquio segmentario medial del pulm?n derecho (BV)","%Bronquio V del pulm?n derecho","Br?nquio segmentar medial do pulm?o direito (BV)","%Br?nquio V do pulm?o direito","Bronco segmentario mediale del polmone destro (BV)","Oskrzele segmentowe przy ?rodkowym p?uca prawego (BV)","????? ??? ?? ????? ?? ????","Medialer segmentbronchus der rechten lunge (BV)","Sa? akci?erin medial segmental bron?u (BV)","?????? ?????? ?? ?????? ????? ???????? (BV)","????????(BV)"
"x","","x","","3246","Right inferior lobar bronchus","","Bronchus lobaris inferior dexter","","Bronche lobaire inf?rieure droite","","Bronquio lobar inferior derecho","","Br?nquio lobar inferior direito","","Bronco lobare inferiore destro","Oskrzele p?atowe dolne prawe","????? ????? ?? ???? ??????","Rechter unterer lappenbronchus","Sa? alt lob bron?u","????? ????????? ????? ????????","??????"
"x","","x","","3247","Superior segmental bronchus of right lung (BVI)","%Bronchus 5 of right lung%B6","Bronchus segmentalis superior pulmonis dextri (BVI)","%Bronchus VI pulmonis dextri","Bronche segmentaire sup?rieure du poumon droit (BVI)","%Bronche VI du poumon droit","Bronquio segmentario superior del pulm?n derecho (BVI)","%Bronquio VI del pulm?n derecho","Br?nquio segmentar superior do pulm?o direito (BVI)","%Br?nquio VI do pulm?o direito","Bronco segmentario superiore del polmone destro (BVI)","Oskrzele segmentowe g?rne p?uca prawego (BVI)","????? ??? ?????? ?? ????","Oberer segmentaler bronchus der rechten lunge (BVI)","Sa? akci?erin ?st?n segmental bron?u (BVI)","?????? ?????? ?? ???????? ????? ???????? (BVI)","???????(BVI)"
"x","","x","","3248","Medial basal segmental bronchus of right lung (BVII)","%Bronchus 5 of right lung%B7","Bronchus segmentalis basalis med. pulmonis dextri (BVII)","%Bronchus VII pulmonis dextri%Bronchus cardiacus pulmonis dextri","Bronche segmentaire basale m?diale du poumon droit (BVII)","%Bronche VII du poumon droit","Bronquio segmentario basal medial del pulm?n derecho (BVII)","%Bronquios VII del pulm?n derecho","Br?nquio medial basal segmentar do pulm?o direito (BVII)","%Br?nquio VII do pulm?o direito","Bronco segmentario basale mediale del polmone destro (BVII)","Oskrzele segmentowe podstawne przy?rodkowe p?uca prawego (BVII)","????? ??? ????? ???? ?? ?? ????","Medialer basaler segmentaler bronchus-rechten lunge (BVII)","Sa? akci?erin medial bazal segmental bron?u (BVII)","?????? ?????? ?? ?????? ???? ????? ???????? (BVII)","???????????(BVII)"
"x","","x","","3249","Anterior basal segmental bronchus of right lung (BVIII)","%Bronchus 5 of right lung%B8","Bronchus segmentalis basalis ant. pulmonis dextri (BVIII)","%Bronchus VIII pulmonis dextri","Bronche segmentaire basale ant. du poumon droit (BVIII)","%Bronche VIII du poumon droit","Bronquio segmentario basal ant. del pulm?n derecho (BVIII)","%Bronquio VIII del pulm?n derecho","Br?nquio segmentar basal anterior do pulm?o direito (BVIII)","%Br?nquio VIII do pulm?o direito","Bronco segmentario basale ant. del polmone destro (BVIII)","Oskrzele segmentowe podstawne przednie p?uca prawego (BVIII)","????? ??? ???? ???? ?? ?? ????","Ant basaler segmentaler bronchus-rechten lunge (bviii)","Sa? akci?erin ?n bazal segmental bron?u (BVIII)","?????? ?????? ?? ????????? ???? ????? ???????? (BVIII)","??????????(BVIII)"
"x","","x","","3250","Lateral basal segmental bronchus of right lung (BIX)","%Bronchus 5 of right lung%B9","Bronchus segmentalis basalis lat. pulmonis dextri (BIX)","%Bronchus IX pulmonis dextri","Bronche segmentaire basale lat?rale du poumon droit (BIX)","%Bronche IX du poumon droit","Bronquio segmentario basal lateral del pulm?n derecho (BIX)","%Bronquios IX del pulm?n derecho","Br?nquio segmentar basal lateral do pulm?o direito (BIX)","%Br?nquio IX do pulm?o direito","Bronco segmentario basale laterale del polmone destro (BIX)","Oskrzele segmentowe podstawne boczne p?uca prawego (BIX)","????? ??? ?????? -???? ?? ?? ????","Seitlicher basaler segmentaler bronchus-rechten lunge (BIX)","Sa? akci?erin lateral bazal segmental bron?u (BIX)","???? ?????? ?? ????? ???? ????? ???????? (BIX )","???????????(BIX)"
"x","","x","","3251","Posterior basal segmental bronchus of right lung (BX)","%Bronchus 5 of right lung%B10","Bronchus segmentalis basalis posterior pulmonis dextri (BX)","%Bronchus X pulmonis dextri","Bronche segmentaire basale post?rieure du poumon droit (BX)","%Bronche X du poumon droit","Bronquio segmentario basal posterior del pulm?n derecho (BX)","%Bronquio X del pulm?n derecho","Br?nquio segmentar basal posterior do pulm?o direito (BX)","%Br?nquio X do pulm?o direito","Bronco segmentario basale posteriore del polmone destro (BX)","Oskrzele segmentowe podstawne tylne p?uca prawego (BX)","????? ??? ??? -???? ?? ?? ????","Posteriorer basaler segmentaler bronchus-rechten lunge (BX)","Sa? akci?erin posterior bazal segmental bron?u (BX)","?????? ?????? ?? ???? ?? ???? ????? ???????? (BX )","??????????(BX)"
"x","","x","","3252","Left main bronchus","","Bronchus principalis sinister","","Bronche principale gauche","","Bronquio principal izquierdo","","Br?nquio principal esquerdo","","Bronco principale sinistro","Oskrzele g??wne lewe","????? ?????? ??","Linker hauptbronchus","Sol ana bron?","????? ????? ????????","?????"
"x","","x","","3253","Left superior lobar bronchus","","Bronchus lobaris superior sinister","","Bronche lobaire sup?rieure gauche","","Bronquio lobar superior izquierdo","","Br?nquio lobar superior esquerdo","","Bronco lobare superiore sinistro","Oskrzele p?atowe g?rne lewe","????? ????? ?? ?? ??????","Linker oberer lappenbronchus","Sol ?st lob bron?u","????? ???????? ????? ????????","??????"
"x","","x","","3254","Apicoposterior segmental bronchus of left lung (BI+BII)","%Bronchus 1+2%B1+2","Bronchus segmentalis apicopost. pulmonis sinistri (BI+BII)","%Bronchus I+II pulmonis sinistri","Bronche segmentaire apicopost.-poumon gauche (BI+BII)","%Bronche I+II du poumon gauche","Bronquio segm. apicoposterior-pulm?n izquierdo (BI + BII)","%Bronquio I+II del pulm?n izquierdo","Br?nquio segmentar apicoposterior-pulm?o esquerdo (BI+BII)","%Br?nquio I+II do pulm?o esquerdo","Bronco segmentario apicoposteriore del polmone sin. (BI+BII)","Oskrzele segmentowe szczytowo-tylne p?uca lewego (BI+BII)","????? ??? ???-??? ?? ??","Apikoposteriorer segmentaler bronchus-linken lunge (BI+BII)","Sol akci?erin apikal-arka segmental bron?u (BI+BII)","???? ?????? ?? ??????????????? ????? ???????? (BI+BII)","????????(BI+BII)"
"x","","x","","3255","Anterior segmental bronchus of left lung (BIII)","%Bronchus 3 of left lung%B3","Bronchus segmentalis anterior pulmonis sinistri (BIII)","%Bronchus III pulmonis sinistri","Bronche segmentaire ant?rieure du poumon gauche (BIII)","%Bronche III du poumon gauche","Bronquio segmentario anterior del pulm?n izquierdo (BIII)","%Bronquio III del pulm?n izquierdo","Br?nquio segmentar anterior do pulm?o esquerdo (BIII)","%Br?nquio III do pulm?o esquerdo","Bronco segmentario anteriore del polmone sinistro (BIII)","Oskrzele segmentowe przednie p?uca lewego (BIII)","????? ??? ???? ?? ??","Vorderer segmentaler bronchus der linken lunge (BIII)","Sol akci?erin ?n segmental bron?u (BIII)","???? ?????? ?? ????????? ????? ???????? (BIII)","???????(BIII?"
"x","","x","","3256","Superior lingular segmental bronchus of left lung (BIV)","%Bronchus 4 of left lung%B4","Bronchus segm. lingularis sup. pulmonis sinistri (BIV)","%Bronchus IV pulmonis sinistri","Bronche lingulaire sup?rieure du poumon gauche (BIV)","%Bronche IV du poumon gauche","Bronquio segm. lingular sup. del pulm?n izquierdo (BIV)","%Bronquio IV del pulm?n izquierdo","Br?nquio segmentar lingular superior-pulm?o esquerdo (BIV)","%Br?nquio IV do pulm?o esquerdo","Bronco segmentario lingulare superiore del polmone sin. (BIV)","Oskrzele segmentowe j?zyczkowe g?rne p?uca lewego (BIV)","????? ??? ????? ?? ?????? ?? ??","Oberer lingul?rer segmentbronchus der linken lunge (BIV)","Sol akci?erin superior lingular segmental bron?u (BIV)","???? ?????? ?? ???????? ??????? ????? ???????? (BIV)","????????(BIV)"
"x","","x","","3257","Inferior lingular segmental bronchus of left lung (BV)","%Bronchus 5 of left lung%B5","Bronchus segmentalis lingularis inf. pulmonis sinistri (BV)","%Bronchus V pulmonis sinistri","Bronche lingulaire inf?rieure du poumon gauche (BV)","%Bronche V du poumon gauche","Bronquio segmentario lingular inf. del pulm?n izquierdo (BV)","%Bronquio V del pulm?n izquierdo","Br?nquio segmentar lingular inferior do pulm?o esquerdo(BV)","%Br?nquio V do pulm?o esquerdo","Bronco segmentario lingulare inferiore del polmone sin. (BV)","Oskrzele segmentowe j?zyczkowe dolne p?uca lewego (BV)","????? ??? ????? ?? ?????? ?? ??","Unterer lingul?rer segmentaler bronchus der linken lunge (BV)","Sol akci?erin alt ling?ler segmental bron?u (BV)","???? ?????? ?? ????????? ?????? ????? ???????? (BV )","????????(BV)"
"x","","x","","3258","Left inferior lobar bronchus","","Bronchus lobaris inferior sinister","","Bronche lobaire inf?rieure gauche","","Bronquio lobar inferior izquierdo","","Br?nquio lobar inferior esquerdo","","Bronco lobare inferiore sinistro","Oskrzele p?atowe dolne lewe","????? ????? ?? ?????? ??","Linker unterer lappenbronchus","Sol alt lob bron?u","????? ????????? ????? ????????","??????"
"x","","x","","3259","Superior segmental bronchus of left lung (BVI)","%Bronchus 6 of left lung%B6","Bronchus segmentalis superior pulmonis sinistri(bvi)","%Bronchus VI pulmonis sinistri%Bronchus segmentalis apicalis","Bronche segmentaire sup?rieure du poumon gauche (BVI)","%Bronche VI du poumon gauche","Bronquio segmentario superior del pulm?n izquierdo (BVI)","%Bronquio VI del pulm?n izquierdo","Br?nquio segmentar superior do pulm?o esquerdo(BVI)","%Br?nquio VI do pulm?o esquerdo","Bronco segmentario superiore del polmone sinistro(BVI)","Oskrzele segmentowe g?rne p?uca lewego (BVI)","????? ??? ?????? ?? ??","Oberer segmentaler bronchus der linken lunge (BVI)","Sol akci?erin ?st?n segmental bron?u (BVI)","???? ?????? ?? ???????? ????? ???????? (BVI )","???????(BVI)"
"x","","x","","3260","Medial basal segmental bronchus of left lung (BVII)","%Bronchus 7 of left lung%B7","Bronchus segmentalis basalis med. pulmonis sinistri (BVII)","%Bronchus VII pulmonis sinistri%Bronchus cardiacus pulmonis sinistri","Bronche segmentaire basale m?diale du poumon gauche (BVII)","%Bronche VII du poumon gauche","Bronquio segmentario basal medial del pulm?n izquierdo (BVII)","%Bronquios VII del pulm?n izquierdo","Br?nquio medial basal segmentar do pulm?o esquerdo(BVII)","%Br?nquio VII do pulm?o esquerdo","Bronco segmentario basale mediale del polmone sinistro(BVII)","Oskrzele segmentowe podstawne przy?rodkowe p?uca lewego (BVII)","????? ??? ????? -???? ?? ?? ??","Medialer basaler segmentaler bronchus der linken lunge (BVII)","Sol akci?erin medial bazal segmental bron?u (BVII)","???? ?????? ?? ?????? ???? ????? ???????? (BVII)","???????????(BVII)"
"x","","x","","3261","(Anteromedial basal segmental bronchus of left lung)","","(Bronchus segmentalis basalis anteromed. pulmonis sinistri)","%Bronchus VII+VIII pulmonis sinistri","(Bronche segmentaire basale ant?rom?diale du poumon gauche)","%Bronche VII+VIII du poumon gauche","(Bronquio segmentario basal anteromedial-pulm?n izquierdo)","%Bronquio VII+VIII del pulm?n izquierdo","(Br?nquio segmentar basal ?ntero-medial do pulm?o esquerdo)","%Br?nquio VII+VIII do pulm?o esquerdo","(Bronco segmentario basale anteromediale-polmone sinistro)","(Oskrzele segmentowe podstawne przednio-przy?rodkowe p?uca lewego)","????? ????-?????-???? ?? ?? ??","(Anteromedialer basaler segmentaler bronchus -linken lunge)","(Sol akci?erin anteromedial bazal segmental bron?u)","(???? ?????? ?? ???????????? ???? ????? ????????)","(?????????????"
"x","","x","","3262","Anterior basal segmental bronchus of left lung (BVIII)","%Bronchus 8 of left lung%B8","Bronchus segmentalis basalis ant. pulmonis sinistri (BVIII)","%Bronchus VIII pulmonis sinistri","Bronche segmentaire basale ant?rieure du poumon gau. (BVIII)","%Bronche VIII du poumon gauche","Bronquio segmentario basal anterior-pulm?n izquierdo (BVIII)","%Bronquio VIII del pulm?n izquierdo","Br?nquio segmentar basal anterior do pulm?o esquerdo(BVIII)","%Br?nquio VIII do pulm?o esquerdo","Bronco segmentario basale anteriore -polmone sinistro(BVIII)","Oskrzele segmentowe podstawne przednie p?uca lewego (BVIII)","????? ??? ????-???? ?? ?? ??","Ant. basaler segmentaler bronchus der linken lunge (BVIII)","Sol akci?erin ?n bazal segmental bron?u (BVIII)","???? ?????? ?? ????????? ???? ????? ???????? (BVIII)","??????????(BVIII)"
"x","","x","","3263","Lateral basal segmental bronchus of left lung (BIX)","%Bronchus 9 of left lung%B9","Bronchus segmentalis basalis lat. pulmonis sinistri (BIX)","%Bronchus IX pulmonis sinistri","Bronche segmentaire basale lat?rale du poumon gauche (BIX)","%Bronche IX du poumon gauche","Bronquio segmentario basal lateral del pulm?n izquierdo (BIX)","%Bronquios IX del pulm?n izquierdo","Br?nquio segmentar basal lateral do pulm?o esquerdo(BIX)","%Br?nquio IX do pulm?o esquerdo","Bronco segmentario basale laterale del polmone sinistro(BIX)","Oskrzele segmentowe podstawne boczne p?uca lewego (BIX)","????? ??? ??????-???? ?? ?? ??","Seitlicher basaler segmentaler bronchus -linken lunge (BIX)","Sol akci?erin lateral bazal segmental bron?u (BIX)","???? ?????? ?? ????? ???? ????? ???????? (BIX )","???????????(BIX)"
"x","","x","","3264","Posterior basal segmental bronchus of left lung (BX)","%Bronchus 10 of left lung%B10","Bronchus segmentalis basalis posterior pulmonis sinistri (BX)","%Bronchus X pulmonis sinistri","Bronche segmentaire basale post?rieure du poumon gauche (BX)","%Bronche X du poumon gauche","Bronquio segmentario basal posterior-pulm?n izquierdo (BX)","%Bronquio X del pulm?n izquierdo","Br?nquio segmentar basal posterior do pulm?o esquerdo(BX)","%Br?nquio X do pulm?o esquerdo","Bronco segmentario basale posteriore del polmone sinistro(BX)","Oskrzele segmentowe podstawne tylne p?uca lewego (BX)","????? ??? ??? -???? ?? ?? ??","Posteriorer basaler segmentaler bronchus -linken lunge (BX)","Sol akci?erin posterior bazal segmental bron?u (BX)","???? ?????? ?? ???? ?? ???? ????? ???????? (BX )","??????????(BX)"
"","x","x","3497;Lung [Right and Left]","3265","Lungs","","Pulmones","","Poumons","","Pulmones","","Pulm?es","","Polmoni","P?uca","?? ??","Lunge","akci?erler","??????","?"
"","x","x","3498;Base of lung","3266","Base of lung","","Basis pulmonis","","Base du poumon","","Base del pulm?n","","Base do pulm?o","","Base del polmone","Podstawa p?uca","???? ??","Lungenbasis","akci?er taban?","?????? ?? ????","??"
"","x","x","3499;Apex of lung","3267","Apex of lung","","Apex pulmonis","","Apex du poumon","","?pice del pulm?n","","?pice do pulm?o","","Apice del polmone","Szczyt p?uca","??? ??","Lungenspitze","akci?erin tepe noktas?","?????? ?? ?????","??"
"","x","x","","3268","Costal surface of lung","","Facies costalis pulmonis","","Face costale du poumon","","Cara costal del pulm?n","","Superf?cie costal do pulm?o","","Faccia costale del polmone","Powierzchnia ?ebrowa p?uca","???? ???? ?? ??","Rippenoberfl?che der lunge","Akci?erin kostal y?zeyi","?????? ?? ?????? ???","???"
"","x","x","3501;Medial surface of lung","3269","Medial surface of lung","","Facies medialis pulmonis","","Face m?diale du poumon","","Cara medial del pulm?n","","Superf?cie medial do pulm?o","","Faccia mediale del polmone","Powierzchnia przy?rodkowa p?uca","???? ????? ??","Mediale oberfl?che der lunge","Akci?erin medial y?zeyi","?????? ?? ???? ?? ???","????"
"","","","","3270","Vertebral surface of lung","%Vertebral part of medial surface of lung","Facies vertebralis pulmonis","%Pars vertebralis faciei medialis pulmonis","Face vert?brale du poumon","","Cara vertebral del pulm?n","","Superf?cie vertebral do pulm?o","","Faccia vertebrale del polmone","Powierzchnia kr?gowa p?uca","???? ???? ???? ?? ??","Wirbeloberfl?che der lunge","Akci?er vertebra y?zeyi","?????? ?? ?????? ???","?????"
"","x","x","","3271","Mediastinal surface of lung","%Mediastinal part of medial surface of lung","Facies mediastinalis pulmonis","%Pars mediastinalis faciei medialis pulmonis","Face m?diastinale du poumon","","Cara mediast?nica del pulm?n","","Superf?cie mediastinal do pulm?o","","Faccia mediastinica del polmone","Powierzchnia ?r?dpiersiowa p?uca","???? ???? ???? ?? ??","Mediastinale oberfl?che der lunge","Akci?erin mediastinal y?zeyi","?????? ?? ???????????? ???","????"
"","x","x","","3272","Cardiac impression of lung","","Impressio cardiaca pulmonis","","Empreinte cardiaque du poumon","","Impresi?n card?aca de pulm?n","","Impress?o card?aca do pulm?o","","Impronta cardiaca del polmone","Wycisk sercowy p?uca","???? ?? ?? ??? ??","Herzabdruck der lunge","Akci?erin kardiyak izlenimi","?????? ?? ???? ?????? ???","????"
"","x","x","3508;Diaphragmatic surface of lung","3273","Diaphragmatic surface of lung","","Facies diaphragmatica pulmonis","","Face diaphragmique du poumon","","Cara diafragm?tica del pulm?n","","Superf?cie diafragm?tica do pulm?o","","Faccia diaframmatica del polmone","Powierzchnia przeponowa p?uca","???? ???? ???? ?? ??","Zwerchfelloberfl?che der lunge","Akci?erin diyafram y?zeyi","?????? ?? ??????????? ???","????"
"","x","x","","3274","Interlobar surface of lung","","Facies interlobaris pulmonis","%Facies contactus loborum","Face interlobaire du poumon","","Cara interlobar del pulm?n","","Superf?cie interlobar do pulm?o","","Faccia interlobare del polmone","Powierzchnia mi?dzyp?atowa p?uca","???? ??? ????? ?? ??","Interlob?re oberfl?che der lunge","Akci?erin interlobar y?zeyi","?????? ?? ????????? ???","?????"
"","x","x","","3275","Anterior border of lung","","Margo anterior pulmonis","%Margo sternalis pulmonis","Bord ant?rieur du poumon","","Margen anterior del pulm?n","","Borda anterior do pulm?o","","Margine anteriore del polmone","Brzeg przedni p?uca","???? ???? ??","Vorderer lungenrand","Akci?erin ?n s?n?r?","?????? ?? ????????? ????","???"
"","x","x","","3276","Inferior border of lung","","Margo inferior pulmonis","%Margo diaphragmaticus pulmonis","Bord inf?rieur du poumon","","Margen inferior del pulm?n","","Borda inferior do pulm?o","","Margine inferiore del polmone","Brzeg Dolny p?uca","???? ?????? ??","Unterer lungenrand","Akci?erin alt s?n?r?","?????? ?? ????? ????","???"
"","x","x","","3277","Hilum of lung","","Hilum pulmonis","%Hilus pulmonis","Hile du poumon","","Hilio de pulm?n","","Hilo de pulm?o","","Ilo del polmone","Wn?ka p?uca","??? ??","Hilum der lunge","akci?er hilum","?????? ?? ????","??"
"","x","x","3515;Root of lung","3278","Root of lung","","Radix pulmonis","","Racine du poumon","","Ra?z de pulm?n","","Raiz do pulm?o","","Radice del polmone","Korze? p?uca","???? ??","Lungenwurzel","akci?er k?k?","?????? ?? ???","??"
"","x","x","","3279","Lobe of lung","","Lobus pulmonis","","Lobe du poumon","","L?bo del pulm?n","","L?bo do pulm?o","","Lobo del polmone","P?at p?uca","???? ??","Lungenlappen","akci?er lobu","?????? ?? ???","??"
"","","","3529;Bronchopulmonary segments","3280","Bronchopulmonary segment","","Segmentum bronchopulmonale","","Segment bronchopulmonaire","","Segmento broncopulmonar","","Segmento broncopulmonar","","Segmento broncopolmonare","Segment oskrzelowo-p?ucny","??? ????? ??- ???","Bronchopulmonales segment","Bronkopulmoner segment","???????????????? ??????? ","?????"
"","","","","3281","Lobule of lung","","Lobulus pulmonis","","Lobule pulmonaire","","L?bulo del pulm?n","","L?bulo do pulm?o","","Lobulo del polmone","Zrazik p?uca","????? ??","Lungenl?ppchen","akci?er lob?l?","?????? ?? ???????","???"
"","","","","3282","Bronchiole","","Bronchiolus","","Bronchiole","","Bronquiolo","","Bronqu?olo","","Bronchiolo","Oskrzelik","?????","Bronchiole","bron?iol","??????????","????"
"","x","x","3497*2;Right lung","3283","Right lung","","Pulmo dexter","","Poumon droit","","Pulm?n derecho","","Pulm?o direito","","Polmone destro","P?uco prawe","?? ????","Rechte lunge","Sa? akci?er","????? ??????","??"
"x","","x","","3284","Superior lobe of right lung","%Upper lobe of right lung","Lobus superior pulmonis dextri","%Lobus ventrocranialis","Lobe sup?rieur du poumon droit","","L?bulo superior del pulm?n derecho","","Lobo superior do pulm?o direito","","Lobo superiore del polmone destro","P?at g?rny p?uca prawego","???? ?????? ?? ????","Oberlappen der rechten lunge","Sa? akci?erin ?st lobu","?????? ?????? ?? ???????? ???","????"
"","x","","","3285","Apical segment of right lung (SI)","%Segment 1 of right lung%S1","Segmentum apicale pulmonis dextri (SI)","%Segmentum I pulmonis dextri","Segment apical du poumon droit (SI)","%Segment I du poumon droit","Segmento apical del pulm?n derecho (SI)","%Segmento I del pulm?n derecho","Segmento apical do pulm?o direito (SI)","%Segmento I do pulm?o direito","Segmento apicale del polmone destro (SI)","Segment szczytowy p?uca prawego (SI)","??? ??? ?? ????","Apikales segment der rechten lunge (SI)","Sa? akci?erin apikal segmenti (SI)","?????? ?????? ?? ???? ??? (SI)","???? (SI)"
"","x","","","3286","Posterior segment of right lung (SII)","%Segment 2 of right lung%S2","Segmentum posterius pulmonis dextri (SII)","%Segmentum II pulmonis dextri","Segment post?rieur du poumon droit (SII)","%Segment II du poumon droit","Segmento posterior del pulm?n derecho (SII)","%Segmento II del pulm?n derecho","Segmento posterior do pulm?o direito (SII)","%Segmento II do pulm?o direito","Segmento posteriore del polmone destro (SII)","Segment tylny p?uca prawego (SII)","??? ??? ?? ????","Hinteres segment der rechten lunge (SII)","Sa? akci?erin arka segmenti (SII)","?????? ?????? ?? ????? ??? (SII)","???? (SII)"
"","x","","","3287","Anterior segment of right lung (SIII)","%Segment 3 of right lung%S3","Segmentum anterius pulmonis dextri (SIII)","%Segmentum III pulmonis dextri","Segment ant?rieur du poumon droit (SIII)","%Segment III du poumon droit","Segmento anterior del pulm?n derecho (SIII)","%Segmento III del pulm?n derecho","Segmento anterior do pulm?o direito (SIII)","%Segmento III do pulm?o direito","Segmento anteriore del polmone destro (SIII)","Segment przedni p?uca prawego (SIII)","??? ???? ?? ????","Vorderes segment der rechten lunge (SIII)","Sa? akci?er ?n segmenti (SIII)","?????? ?????? ?? ????????? ??? (SIII)","???? (SIII)"
"","x","x","","3288","Horizontal fissure of right lung","","Fissura horizontalis pulmonis dextri","%Fissura accessoria pulmonis dextri","Scissure horizontale du poumon droit","","Fisura horizontal del pulm?n derecho","","Fissura horizontal do pulm?o direito","","Scissura orizzontale del polmone destro","Szczelina pozioma p?uca prawego","???? ????? ?? ????","Horizontale fissur der rechten lunge","Sa? akci?erin yatay fiss?r?","?????? ?????? ?? ??????? ????","????"
